"RepoName","OwnerName","Fork","Desc","Type","SideAdmin","PrivateorNot","Size","WatchersCount","Language","HasIssues","HasProjects","HasDownloads","HasWiki","HasPages","ForksCounts","Archived","OpenIssuesCount","License","SubscribersCount","NetworkCount","CreatedAt","UpdatedAt","PushedAt","StarsCount"
"File-Marker","dagolden","false","(Perl) Set and jump between named position markers on a filehandle","Organization","false","false",148,1,"Perl",true,true,true,true,false,0,false,0,"NA",3,0,"2008-11-28T10:11:51Z","2016-05-08T18:01:54Z","2013-12-19T20:23:42Z",1
"django-perfect404","svetlyak40wt","false","Easy to install perfect 404 page, based on A List Apart's article.","User","false","false",149,62,"Python",true,true,true,true,false,7,false,1,"bsd-3-clause",4,7,"2008-11-28T09:18:59Z","2017-08-28T17:24:06Z","2016-10-15T19:55:28Z",62
"Devel-Autoflush","dagolden","false","Set autoflush from the command line","Organization","false","false",160,2,"Perl",true,true,true,true,false,0,false,1,"NA",2,0,"2008-11-28T10:09:59Z","2017-11-07T11:01:55Z","2014-02-27T00:32:07Z",2
"IO-CaptureOutput","dagolden","false","(Perl) capture STDOUT and STDERR from Perl code, subprocesses or XS","Organization","false","false",225,4,"Perl",true,true,true,true,false,4,false,8,"NA",2,4,"2008-11-28T10:12:45Z","2016-05-08T18:01:56Z","2015-01-24T03:05:11Z",4
"nifty-generators","pointcom","true","A collection of useful Rails generator scripts.","User","false","false",417,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,300,"2008-11-28T08:43:43Z","2016-05-08T17:58:35Z","2008-12-14T21:34:35Z",2
"file-randomline","dagolden","false","(Perl) Retrieve random lines from a file","Organization","false","false",128,1,"Perl",true,true,true,true,false,0,false,0,"NA",3,0,"2008-11-28T10:12:19Z","2016-05-08T18:01:55Z","2013-05-28T17:26:38Z",1
"Term-Title","dagolden","false","(Perl) Portable API to set the terminal titlebar","Organization","false","false",188,1,"Perl",true,true,true,true,false,3,false,4,"NA",3,3,"2008-11-28T10:16:04Z","2016-05-08T18:01:58Z","2016-04-15T13:23:28Z",1
"class-insideout","dagolden","false","(Perl) a safe, simple inside-out object construction kit","Organization","false","false",387,2,"Perl",true,true,true,true,false,2,false,3,"NA",3,2,"2008-11-28T10:09:06Z","2017-04-02T16:49:55Z","2017-04-02T17:53:05Z",2
"Mail-Box-IMAP4-SSL","dagolden","false","(Perl) handle IMAP4 folders with SSL","Organization","false","false",143,1,"Perl",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T10:13:18Z","2016-05-08T18:01:56Z","2013-12-31T17:03:05Z",1
"poe-component-client-nntp-tail","dagolden","false","(Perl) Sends events for new articles posted to an NNTP newsgroup","Organization","false","false",142,3,"Perl",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T10:15:03Z","2016-05-08T18:01:57Z","2011-08-19T13:39:24Z",3
"tee","dagolden","false","(Perl) Pure Perl emulation of GNU tee","Organization","false","false",351,5,"Perl",true,true,true,true,false,3,false,0,"NA",3,3,"2008-11-28T10:15:45Z","2016-05-08T18:01:57Z","2011-01-28T14:40:50Z",5
"drag_drop","sujathasrs","true","My drag & Drop demo","User","false","false",314,2,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,2,"2008-11-28T10:03:09Z","2016-05-08T18:01:51Z","2008-11-28T10:03:10Z",2
"test-filename","dagolden","false","(Perl) Portable filename comparison","Organization","false","false",132,1,"Perl",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T10:16:26Z","2016-05-08T18:01:59Z","2013-01-31T21:13:26Z",1
"Test-Number-Delta","dagolden","false","(Perl) Compare the difference between numbers against a given tolerance","Organization","false","false",200,3,"Perl",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T10:17:38Z","2016-09-02T14:49:46Z","2014-11-25T12:12:56Z",3
"Test-NoXS","dagolden","false","(Perl) Prevent a module from loading its XS code","Organization","false","false",210,1,"Perl",true,true,true,true,false,1,false,1,"NA",2,1,"2008-11-28T10:17:18Z","2016-05-08T18:02:00Z","2014-02-05T23:35:22Z",1
"ajaxdraw","carollo","true","Web-based drawing program","User","false","false",407,2,"JavaScript",true,true,true,true,false,0,false,0,"gpl-2.0",2,0,"2008-11-28T09:17:18Z","2016-05-08T18:01:49Z","2008-11-27T21:59:39Z",2
"Test-MockRandom","dagolden","false","(Perl) Replaces random number generation with non-random number\ngeneration","Organization","false","false",199,2,"Perl",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T10:16:49Z","2016-05-08T18:01:59Z","2014-02-08T10:54:26Z",2
"zend-form-doctrine","vladev","false","Integration between Doctrine Models and Zend_Form","User","false","false",105,13,"PHP",true,true,true,true,false,3,false,0,"NA",2,3,"2008-11-28T10:33:25Z","2016-05-08T18:02:01Z","2008-11-28T12:58:53Z",13
"lore","fuchsto","false","A flexible ORM aiming at performance, ease of use, and high coverage of native SQL features","User","false","false",1240,6,"Ruby",true,true,true,true,false,1,false,0,"mit",2,1,"2008-11-28T10:35:31Z","2015-11-05T08:03:30Z","2014-08-09T23:59:57Z",6
"dotconfig","albanpeignier","false","Emacs, zsh and other configuration files","User","false","false",2500,2,"Emacs Lisp",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T11:33:54Z","2016-05-08T18:02:04Z","2010-05-28T10:25:27Z",2
"webpy","adragomir","true","web.py is a web framework for python that is as simple as it is powerful. ","User","false","false",689,2,"Python",true,true,true,true,false,0,false,0,"NA",1,1171,"2008-11-28T11:16:51Z","2016-05-08T18:02:03Z","2008-11-27T11:55:30Z",2
"letamendi","recortable","false","videoclub manager","Organization","false","false",4268,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T10:47:09Z","2016-05-08T18:02:02Z","2008-12-16T20:40:13Z",2
"perlflow","ihrd","false","Engine for site with perl news","User","false","false",113,1,"Perl",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T11:55:54Z","2016-05-08T18:02:05Z","2008-11-28T12:01:32Z",1
"audiophilanthropy","davidjrice","false","Handle audio files in rails","User","false","false",84,3,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T11:58:23Z","2016-05-08T18:02:05Z","2008-12-18T03:27:24Z",3
"p0002","tomasotosolini","false","StHtml - a gem for html input forms management and more","User","false","false",268,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T11:55:32Z","2018-01-18T20:49:28Z","2009-03-27T19:03:35Z",2
"cstk","Fabianx","false","CommonSense ToolKit","User","false","false",1244,4,"C++",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T12:11:44Z","2016-05-08T18:02:06Z","2009-02-18T19:01:35Z",4
"project-hub","elia","false","A project management tool free to host where you want (unlike Basecamp).","User","false","false",216,5,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T13:14:18Z","2016-05-08T18:02:09Z","2008-11-28T16:03:40Z",5
"Misc","dns","false","","User","false","false",48,1,,true,true,true,true,false,0,false,0,"NA",1,0,"2008-11-28T12:56:41Z","2016-05-08T18:02:08Z",,1
"pycppad","b45ch1","false","Python Wrapper of CppAD","User","false","false",4444,11,"Python",true,true,true,true,false,4,false,3,"NA",3,4,"2008-11-28T12:44:46Z","2018-01-20T13:52:54Z","2017-05-13T14:55:02Z",11
"delayed_job","dhh","true","Database based asynchronously priority queue system -- Extracted from Shopify ","User","false","false",2671,36,"Ruby",true,true,true,true,false,2,false,0,"mit",4,1166,"2008-11-28T12:22:41Z","2017-06-16T13:03:11Z","2008-11-28T13:02:17Z",36
"dbstruct","mudnaes","false","Creating a simple objectmapper to used with Ruby Sequel ","User","false","false",88,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T13:14:18Z","2016-05-08T18:02:10Z","2008-12-03T07:14:26Z",2
"crossfire","mayumi","false","","User","false","false",76,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T14:08:10Z","2016-05-08T18:02:11Z","2009-07-29T14:11:39Z",2
"firelogger","binaryage","false","Firebug logging support for server side languages/frameworks (Python, PHP)","Organization","false","false",15214,61,"JavaScript",false,true,true,true,true,15,false,0,"NA",6,15,"2008-11-28T13:18:46Z","2017-10-12T14:20:27Z","2017-01-06T16:30:34Z",61
"attachment_fu_validations","donaldpiret","false","Custom attachment_fu validations compatible with Rails 2.2 I18n","User","false","false",84,4,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T14:03:42Z","2016-05-08T18:02:11Z","2009-01-10T20:40:25Z",4
"disqus","mattvanhorn","true","View helpers for adding Disqus to your blog. Implements Disqus API as well. Works with any framework, not just Rails.","User","false","false",133,3,"Ruby",true,true,true,true,false,0,false,0,"mit",1,56,"2008-11-28T14:16:12Z","2016-05-08T18:02:13Z","2008-12-03T20:02:59Z",3
"ubiquity_it","ecarnevale","false","Italian translations for Ubiquity documentation","User","false","false",80,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T14:09:09Z","2016-05-08T18:02:12Z","2008-11-28T14:09:56Z",2
"google_analytics","albanpeignier","true","Automatically insert Google Analytics code into your pages","User","false","false",131,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,32,"2008-11-28T13:12:45Z","2016-05-08T18:02:08Z","2009-06-09T16:19:12Z",2
"tidy","michaelforrest","false","An ActionScript framework for people who love Ruby","User","false","false",466,5,"Ruby",true,true,true,true,false,0,false,4,"NA",3,0,"2008-11-28T14:27:22Z","2016-05-08T18:02:13Z","2011-09-23T11:24:50Z",5
"semanticspace-server","metade","false","An HTTP wrapper around semanticspace using Camping","User","false","false",88,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T14:27:53Z","2016-05-08T18:02:14Z","2008-11-29T22:40:52Z",2
"platformplanet","gvx","false","A small platform game, based on the concept and code of SpaceFlight2D","User","false","false",80,2,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T14:38:41Z","2016-05-08T18:02:15Z","2008-11-28T15:08:18Z",2
"asn","KenMacD","false","The start of an ASN.1 compiler written in Java.","User","false","false",168,2,"Java",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T14:49:46Z","2016-05-08T18:02:15Z","2008-12-19T03:44:57Z",2
"graph_layout_viewer","mrkn","false","Visualizing and exporting layouted graph structure","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T15:14:18Z","2015-11-05T07:54:46Z",,2
"teh","pve","true","minimalist blog app using Google App Engine","User","false","false",224,2,"Python",true,true,true,true,false,1,false,0,"NA",2,13,"2008-11-28T15:13:14Z","2016-05-08T18:02:16Z","2008-11-28T15:13:15Z",2
"lmgtfy","ecarnevale","false","For all those people that find it more convenient to bother you with their question rather than google it for themselves.","User","false","false",212,3,"JavaScript",true,true,true,true,false,1,false,0,"NA",2,1,"2008-11-28T15:15:18Z","2017-05-24T03:40:22Z","2008-11-28T16:35:31Z",3
"covering-arrays","cbguder","false","Masking Effect in Covering Arrays","User","false","false",152,1,"C#",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T15:29:44Z","2016-05-08T18:02:18Z","2009-01-17T00:06:32Z",1
"firepython-addon","angelswing","true","FirePython Firefox addon (implemented as Firebug plugin)","User","false","false",318,3,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,15,"2008-11-28T14:33:57Z","2016-05-08T18:02:14Z","2008-11-28T13:25:12Z",3
"video-on-demand","kidhasmoxy","false","Personal streaming media server built using ROR and backgroundrb","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T15:46:56Z","2016-05-08T18:02:18Z",,2
"moxy-video-on-demand","kidhasmoxy","false","Personal streaming media server built using ROR and backgroundrb","User","false","false",724,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T15:47:07Z","2016-05-08T18:02:19Z","2008-11-28T15:58:32Z",2
"drupal6-cms","upei","false","Drupal 6 CMS used at UPEI","User","false","false",26348,7,"JavaScript",true,true,true,true,false,0,false,0,"gpl-2.0",4,0,"2008-11-28T15:50:03Z","2016-08-03T13:24:31Z","2010-01-08T18:18:40Z",7
"song-o-matic","cpjobling","false","A toy rails application that I use to introduce students to rails in my module EG-259 Web Applications Technology","User","false","false",172,2,"Ruby",true,true,true,true,false,0,false,0,"NA",1,0,"2008-11-28T16:06:23Z","2016-05-08T18:02:21Z","2008-11-28T23:57:15Z",2
"nagiostools","jsierles","false","Ruby Nagios configuration tools and libraries","User","false","false",80,3,,true,true,true,true,false,0,false,0,"mit",1,0,"2008-11-28T16:06:54Z","2016-05-08T18:02:21Z","2008-11-28T16:10:43Z",3
"forumtastic","BrianTheCoder","false","The most excellent forum slice for merb","User","false","false",984,3,,true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T16:32:47Z","2016-05-08T18:02:22Z","2008-11-28T16:34:41Z",3
"merb-sample-app-on-passenger","saimonmoore","false","Just a very simple merb app with everything bundled running on passenger","User","false","false",8328,5,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T16:36:53Z","2016-05-08T18:02:23Z","2008-12-03T18:33:42Z",5
"fastnet","rctorres","false","Neural Network Toolbox","User","false","false",942,6,"C++",true,true,true,true,false,1,false,0,"NA",3,1,"2008-11-28T16:44:27Z","2016-05-08T18:02:24Z","2016-12-07T14:25:57Z",6
"peglist","kastner","false","","User","false","false",300,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T16:35:22Z","2016-05-08T18:02:23Z","2009-10-13T01:13:17Z",2
"mychores","richardeden","true","The code for MyChores, open-source, freely available to anyone who wants it.","User","false","false",8459,3,"Ruby",true,true,true,true,false,0,false,0,"mit",2,1,"2008-11-28T16:01:15Z","2016-05-08T18:02:20Z","2008-11-26T23:44:22Z",3
"mousehole","timon","true","the scriptable, rewriting proxy for ruby","User","false","false",1683,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,20,"2008-11-28T16:20:28Z","2016-05-08T18:02:22Z","2008-11-28T16:26:26Z",2
"alter-ego","avdi","false","Avdi's personal fork of AlterEgo","User","false","false",196,54,"Ruby",true,true,true,true,false,6,false,1,"NA",2,6,"2008-11-28T17:09:45Z","2016-10-03T15:13:56Z","2012-07-02T04:48:47Z",54
"bipa","semin","false","BIPA: Biological Interaction database for Protein-nucleic Acid","User","false","false",38780,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T17:46:31Z","2016-05-08T18:02:27Z","2011-07-29T19:13:09Z",2
"storefinder","EdwardBetts","false","Code for parsing store finder websites","User","false","false",80,2,"Perl",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T17:32:02Z","2016-05-08T18:02:26Z","2008-11-28T17:43:48Z",2
"mangos","Minke","true","MaNGOS is a free, Open Source implementation of a game server compatible with the original World of Warcraft client.","User","false","false",9293,2,"C++",true,true,true,true,false,0,false,0,"gpl-2.0",2,1329,"2008-11-28T17:48:46Z","2016-05-08T18:02:27Z","2008-11-28T15:35:10Z",2
"xss_terminate","eugenebolshakov","true","git svn clone of xss_terminate for you git-rails-ers out there... unlikely there will be any enhancements by me","User","false","false",108,3,"Ruby",true,true,true,true,false,0,false,0,"mit",2,2,"2008-11-28T17:19:20Z","2016-05-08T18:02:25Z","2008-11-28T17:22:20Z",3
"clinorm","pupeno","false","CLinorm Is Not an ORM (ORM-like system for Clojure)","User","false","false",112,5,,true,true,true,true,false,0,false,0,"gpl-3.0",2,0,"2008-11-28T18:39:35Z","2016-05-08T18:02:32Z","2008-11-28T18:42:16Z",5
"macgdbp","ciaran","false","A fork of MacGDBp to refactor the core protocol classes into a framework","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T18:02:18Z","2016-05-08T18:02:30Z",,2
"will_paginate","christoph-buente","true","Most awesome pagination solution for Ruby","User","false","false",829,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,855,"2008-11-28T17:42:05Z","2016-05-08T18:02:26Z","2008-11-28T18:34:13Z",2
"django-development-utils","steingrd","false","Utility manage.py commands for developing Django projects","User","false","false",104,7,"Python",true,true,true,true,true,0,false,0,"NA",2,0,"2008-11-28T18:14:19Z","2016-05-08T18:02:31Z","2009-03-04T19:53:46Z",7
"mychores_globalize","sermoa","false","A version of the Globalize plugin modified for MyChores","User","false","false",920,2,,true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T18:56:56Z","2016-05-08T18:02:32Z","2008-11-28T19:06:24Z",2
"django-flash","aparo","true","Rails-like flash context support for Django","User","false","false",96,3,"Python",true,true,true,true,false,0,false,0,"lgpl-3.0",2,14,"2008-11-28T18:12:23Z","2016-05-08T18:02:30Z","2015-11-14T16:52:10Z",3
"splitdrop","blalock","false","family site","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-28T19:09:48Z","2016-05-08T18:02:33Z",,2
"marley","lukeredpath","true","Minimal flat-file blog engine written in Sinatra","User","false","false",790,7,"JavaScript",true,true,true,true,false,3,false,0,"NA",1,48,"2008-11-28T19:03:05Z","2016-05-08T18:02:33Z","2009-06-26T12:28:05Z",7
"vaporware","fdv","false","A collaborative task manager with wiki capabilities","User","false","false",592,5,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T19:17:31Z","2016-05-08T18:02:35Z","2008-11-28T21:43:55Z",5
"scriptaculous","hjleegis","true","script.aculo.us is an open-source JavaScript framework for visual effects and interface behaviours.","User","false","false",1510,2,"JavaScript",true,true,true,true,false,0,false,0,"mit",2,516,"2008-11-28T17:52:03Z","2016-05-08T18:02:29Z","2008-11-20T16:07:24Z",2
"credentials","fauxparse","false","Rails plugin for a generic actor/resource permissions framework","User","false","false",212,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-28T19:33:32Z","2016-05-08T18:02:36Z","2010-01-30T05:39:24Z",2
"typo","emk","true","Various enhancements to Typo blog engine","User","false","false",7325,3,"JavaScript",true,true,true,true,false,0,false,0,"mit",2,3728,"2008-11-28T19:38:02Z","2016-05-08T18:02:36Z","2008-12-01T00:32:32Z",3
"ac-multi-helpers-dirs","Roman2K","false","Eager load helper files from multiple directories","User","false","false",104,1,"Ruby",true,true,true,true,false,0,false,0,"unlicense",1,0,"2008-11-28T20:10:25Z","2017-01-15T00:39:43Z","2012-02-12T22:15:10Z",1
"helloworld","gregoryc","false","A simple hello world program.","User","false","false",84,2,"Python",true,true,true,true,false,2,false,1,"NA",2,2,"2008-11-28T19:49:50Z","2016-05-08T18:02:37Z","2017-11-01T05:56:10Z",2
"mootools-core","ibolmo","true","MooTools Core Repository","User","false","false",9208,6,"JavaScript",false,true,true,false,false,0,false,3,"NA",3,509,"2008-11-28T19:11:51Z","2017-11-07T11:34:00Z","2014-07-04T13:30:41Z",6
"linkylinky","rjp","true","Tools to find and describe links in arbitrary text","User","false","false",152,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,1,"2008-11-28T19:50:52Z","2016-05-08T18:02:38Z","2010-07-28T08:20:57Z",2
"transmission","pieter","false","Source fork of the Transmission Bittorrent client","User","false","false",41460,8,"C",true,true,true,true,false,1,false,0,"gpl-2.0",5,1,"2008-11-28T20:23:34Z","2018-01-22T18:42:44Z","2008-12-04T20:37:05Z",8
"load-sugar-leads","presence","false","Ruby script to insert Leads into SugarCRM via the set_entry SOAP API method.","User","false","false",92,4,"Ruby",true,true,true,true,false,0,false,0,"other",3,0,"2008-11-28T20:11:44Z","2016-05-08T18:02:40Z","2008-11-28T21:17:56Z",4
"cs542-prims-algorithm","tsloughter","false","CS542 Project: Implementation of Prim's Algorithm","User","false","false",92,4,"Erlang",true,true,true,true,false,3,false,0,"NA",1,3,"2008-11-28T20:09:05Z","2016-05-08T18:02:38Z","2008-11-30T23:52:40Z",4
"test","23t","false","test","User","false","false",76,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-25T23:10:03Z","2016-05-08T17:50:10Z","2008-11-25T23:16:23Z",2
"rspec","scudco","true","Behaviour Driven Development framework for Ruby","User","false","false",15714,1,"Ruby",true,true,true,true,false,0,false,0,"mit",2,185,"2008-11-25T23:10:14Z","2016-05-08T17:50:10Z","2008-11-26T00:01:11Z",1
"moblin-image-creator","juanje","false","Personal copy of Moblin image creator tool","User","false","false",2396,3,"Python",true,true,true,true,false,0,false,0,"gpl-2.0",1,0,"2008-11-25T23:17:14Z","2017-06-13T13:08:58Z","2008-12-02T11:30:25Z",3
"vertebra-ref","engineyard","false","Documentation for Vertebra","Organization","false","false",850,43,"JavaScript",true,true,true,true,false,1,false,0,"lgpl-3.0",117,1,"2008-11-25T23:19:24Z","2015-11-05T06:57:59Z","2009-03-23T20:08:23Z",43
"hashtostruct","openback","false","Converts a Hash to a Struct, attempting to convert each key into a property and each value into a native Ruby object.","User","false","false",88,1,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-11-25T23:11:52Z","2016-05-08T17:50:11Z","2008-12-03T05:34:16Z",1
"conductor","greboide","true","rails project template","User","false","false",280,2,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,2,"2008-11-25T23:05:21Z","2016-05-08T17:50:09Z","2008-11-24T13:37:44Z",2
"scriptaculous","mariuspostolache","true","script.aculo.us is an open-source JavaScript framework for visual effects and interface behaviours.","User","false","false",1510,2,"JavaScript",true,true,true,true,false,0,false,0,"mit",2,516,"2008-11-25T23:06:36Z","2016-05-08T17:50:09Z","2008-11-20T16:07:24Z",2
"dependency_management_talk","thewoolleyman","true","Discussing the options for managing dependencies in your Rails/Merb projects, with examples for each.","User","false","false",635,1,"Ruby",true,true,true,true,false,0,false,0,"NA",2,2,"2008-11-25T23:03:57Z","2016-05-08T17:50:08Z","2008-11-18T22:06:16Z",1
"ujs","pointcom","false","DRAFT ! Rails plugin for those who love Unobtrusive JavaScript","User","false","false",80,3,,true,true,true,true,false,0,false,0,"mit",2,0,"2008-11-25T23:29:59Z","2016-05-08T17:50:13Z","2008-11-25T23:32:05Z",3
"fireeagle-location-provider","mojodna","false","Fire Eagle Location Provider for Google Gears","User","false","false",84,5,,true,true,true,true,false,1,false,0,"NA",2,1,"2008-11-25T23:46:03Z","2016-05-08T17:50:14Z","2008-11-25T23:46:20Z",5
"gdb-macros-for-ruby","michaelklishin","false","GDB macros for Ruby processes inspection: by Jamis Buck, Mauricio Fernandez, Phillipe Hanrigou","User","false","false",200,100,,true,true,true,true,false,19,false,1,"NA",8,19,"2008-11-25T23:41:49Z","2017-12-18T12:27:14Z","2014-12-12T22:39:04Z",100
"my-awesome-framework","defunkt","false","A simple demonstration of how to effectively use Git submodules.","User","true","false",80,4,,true,true,true,true,false,5,false,0,"NA",1,5,"2008-11-25T23:59:27Z","2016-09-22T18:46:28Z","2008-11-26T02:34:06Z",4
"gluttonberg","piclez","true","A content management system built on top of Merb","User","false","false",463,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,3,"2008-11-25T23:53:07Z","2016-05-08T17:52:03Z","2008-11-24T23:12:38Z",2
