"RepoName","OwnerName","Fork","Desc","Type","SideAdmin","PrivateorNot","Size","WatchersCount","Language","HasIssues","HasProjects","HasDownloads","HasWiki","HasPages","ForksCounts","Archived","OpenIssuesCount","License","SubscribersCount","NetworkCount","CreatedAt","UpdatedAt","PushedAt","StarsCount"
"voice-changer","tiendung","false","Time-Domain Pitch and Time Scale Modification of Speech Signal","User","false","false",2456,24,"Objective-C",true,true,true,true,false,4,false,0,"NA",1,4,"2008-07-29T12:52:52Z","2017-10-09T03:02:19Z","2008-07-29T13:00:37Z",24
"herd","Narnach","false","Herd a pack of Rails mongrels","User","false","false",98,3,"Ruby",true,true,true,true,false,1,false,0,"mit",2,1,"2008-07-29T12:27:28Z","2016-05-08T11:16:42Z","2008-08-26T05:34:24Z",3
"sanitize_before_save","pointcom","true","Rails - Allows you to specify models that will always sanitize content before saving it to the database.","User","false","false",90,4,"Ruby",true,true,true,true,false,2,false,0,"mit",4,3,"2008-07-29T09:24:03Z","2016-05-08T11:16:37Z","2008-07-29T13:40:04Z",4
"gottadash","iamteem","false","a (10+2)*5 procrastination hack tool","User","false","false",324,3,"Ruby",true,true,true,true,false,0,false,0,"mit",2,0,"2008-07-29T11:52:40Z","2016-05-08T11:16:40Z","2014-10-28T06:05:01Z",3
"netslime","littlestarling","false","NetSlime aims for providing a multipurpose documents crawler framework with Ruby","User","false","false",80,3,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T12:14:21Z","2016-05-08T11:16:41Z","2008-07-31T08:33:48Z",3
"test_test123","superjustin","false","testtest","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T13:21:12Z","2016-05-08T11:18:27Z",,2
"ruby-sfst","mlj","false","A wrapper for the Stuttgart Finite State Transducer Tools (SFST).","User","false","false",203,12,"C++",true,true,true,true,false,2,false,0,"gpl-2.0",1,2,"2008-07-29T13:39:42Z","2017-01-12T00:53:35Z","2017-12-23T16:45:56Z",12
"embedit","reddavis","false","Embed media easily into your site","User","false","false",742,15,"Ruby",true,true,true,true,false,2,false,0,"NA",2,2,"2008-07-29T13:41:21Z","2017-04-21T10:38:36Z","2008-12-08T21:55:09Z",15
"image-processing-diagrams","mattfoster","false","A project to create and share diagrams illustrating various aspects of image processing and computer vision. ","User","false","false",796,2,,true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-29T14:14:46Z","2016-05-08T11:18:29Z","2008-07-29T19:10:07Z",2
"restful-authentication","frostbytten","true","Generates common user authentication code for Rails/Merb, with a full test/unit and rspec suite and optional Acts as State Machine support built-in.","User","false","false",826,3,"Ruby",true,true,true,true,false,1,false,0,"NA",2,280,"2008-07-29T13:18:34Z","2016-05-08T11:16:44Z","2008-07-29T15:30:49Z",3
"jquery-humanize-messages-plugin","ismasan","true","A jQuery port of the humanized dialog display technique. (http://www.humanized.com/weblog/2006/09/11/monolog_boxes_and_transparent_messages/)","User","false","false",83,2,,true,true,true,true,false,0,false,0,"NA",2,5,"2008-07-29T10:26:05Z","2016-05-08T11:16:39Z","2010-08-17T18:05:30Z",2
"karatestenad","fredrik","false","word definition disco","User","false","false",216,2,"Ruby",true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-29T14:40:26Z","2016-05-08T11:18:31Z","2009-07-02T21:07:04Z",2
"myml","magnusjonsson","false","Toy programming language","User","false","false",88,2,"Shell",true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-29T15:22:44Z","2016-05-08T11:18:33Z","2008-09-07T16:39:19Z",2
"has_draft","rubiety","false","Allows for your ActiveRecord models to have ""drafts"" which are stored in a separate duplicate table that can be edited without affecting the ""live"" copy.","User","false","false",48,62,"Ruby",true,true,true,true,false,14,false,2,"mit",4,14,"2008-07-29T15:46:11Z","2017-11-13T00:16:11Z","2017-11-24T16:45:30Z",62
"wee_lightbox","pyrat","false","A wee rails plugin for integrating classic lightboxes into your rails app.","User","false","false",96,16,"JavaScript",true,true,true,true,false,2,false,0,"mit",2,2,"2008-07-29T15:17:50Z","2015-12-26T03:02:47Z","2008-08-06T21:33:57Z",16
"hoptoad_notifier","agibralter","true","Reports exceptions to Hoptoad","User","false","false",232,2,"Ruby",true,true,true,true,false,1,false,0,"mit",2,114,"2008-07-29T14:12:18Z","2016-05-08T11:18:29Z","2009-11-16T17:36:10Z",2
"hive","bkerley","false","Versioned YAML database","User","false","false",92,5,"Ruby",true,true,true,true,false,1,false,0,"NA",3,1,"2008-07-29T15:47:17Z","2013-10-04T21:10:04Z","2008-08-05T15:04:37Z",5
"shoulda","showaltb","true","Makes tests easy on the fingers and the eyes","User","false","false",1419,2,"Ruby",true,true,true,true,false,2,false,0,"mit",2,203,"2008-07-29T14:28:03Z","2016-05-08T11:18:30Z","2011-08-03T14:16:54Z",2
"has_meta_data","rubiety","false","Allows for your ActiveRecord models to have meta data associated with them that don't require a separate model - primarily useful with STI classes to somewhat emulate Class Table Inheritance.","User","false","false",136,7,"Ruby",true,true,true,true,false,1,false,0,"mit",2,1,"2008-07-29T15:47:10Z","2017-10-12T17:04:27Z","2013-03-01T05:57:28Z",7
"hello-world","geocal","true","Hello world in every programming language ","User","false","false",134,2,"Assembly",true,true,true,true,false,0,false,0,"NA",2,709,"2008-07-29T14:33:31Z","2016-05-08T11:18:31Z","2008-08-01T22:32:03Z",2
"google-ajax-translation","libin","false","The Google AJAX Translation Wordpress plugin","User","false","false",228,8,,true,true,true,true,false,1,false,0,"NA",4,1,"2008-07-29T16:12:51Z","2016-05-08T11:18:36Z","2008-09-08T05:15:12Z",8
"radiant-import-mephisto","martinbtt","false","Radiant extension that aids in the process of migrating from the Mephisto blogging engine to Radiant CMS","User","false","false",96,7,"Ruby",true,true,true,true,false,2,false,0,"mit",2,2,"2008-07-29T16:43:16Z","2016-05-08T11:18:38Z","2008-07-29T18:47:27Z",7
"debuggable-scraps","felixge","false","MIT licensed code without warranty ; )","User","false","false",338,81,"PHP",true,true,true,true,true,8,false,2,"NA",6,8,"2008-07-29T15:50:44Z","2016-12-07T12:19:08Z","2011-01-31T10:09:20Z",81
"active_scaffold","tonyd","true","","User","false","false",1578,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,313,"2008-07-29T14:44:26Z","2016-05-08T11:18:32Z","2008-08-07T00:18:45Z",2
"pictureflow","ariya","false","","User","false","false",134,7,"C++",true,true,true,true,false,8,false,1,"NA",3,8,"2008-07-29T16:38:46Z","2017-11-16T13:20:43Z","2010-05-16T08:22:49Z",7
"htmldoc-rails","mcmire","false","Generate PDFs from your Rails views using HTMLDoc","User","false","false",191,7,"Ruby",true,true,true,false,true,1,false,0,"mit",1,1,"2008-07-29T16:59:36Z","2016-05-08T11:18:39Z","2010-02-12T05:28:44Z",7
"arora","ariya","true","Cross platform web browser","User","false","false",5411,1,"C++",true,true,true,true,false,2,false,0,"gpl-2.0",2,132,"2008-07-29T16:51:57Z","2016-05-08T11:18:39Z","2010-01-18T04:50:56Z",1
"pictureflow","dboddie","true","","User","false","false",109,2,"C++",true,true,true,true,false,0,false,0,"NA",2,8,"2008-07-29T17:26:30Z","2016-05-08T11:18:40Z","2008-07-29T17:46:49Z",2
"cocoa_ebook","leonyeh","false","Storing my ebook","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T18:23:09Z","2016-05-08T11:18:41Z",,2
"jquery-for-greasemonkey","gotin","false","I want to use jQuery in user scripts of Greasemonkey.","User","false","false",80,3,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T19:31:35Z","2016-05-08T11:18:42Z","2008-07-29T19:40:06Z",3
"bdrb-presentation","wallace","false","","User","false","false",196,2,"Ruby",true,true,true,true,false,0,false,0,"NA",1,0,"2008-07-29T20:22:38Z","2016-05-08T11:18:43Z","2008-07-29T20:23:42Z",2
"fizz","r7000","false","15s fives","User","false","false",80,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T20:28:25Z","2016-05-08T11:18:43Z","2008-08-02T16:55:50Z",2
"radiant-file-system-extension","nelstrom","false","Save a Radiant site to the file system for easy editing and/or version control. Load from file system back into the database","User","false","false",303,32,"Ruby",true,true,true,true,false,9,false,0,"NA",2,9,"2008-07-29T20:29:20Z","2016-05-08T11:18:44Z","2011-01-01T23:03:31Z",32
"onebody","robincurry","true","church directory and social networking software built on Rails","User","false","false",7684,3,"JavaScript",true,true,true,true,false,0,false,0,"gpl-3.0",2,284,"2008-07-29T16:49:15Z","2016-05-08T11:18:38Z","2008-09-21T22:03:00Z",3
"tempo_cli","jamesgolick","false","CLI for sending commands to tempo app.","User","false","false",80,2,"Ruby",true,true,true,true,false,2,false,0,"mit",2,2,"2008-07-29T20:51:39Z","2016-09-22T18:46:09Z","2008-07-29T21:08:11Z",2
"personal-scripts","ts52","false","Personal scripts I've written to make my life easier, do things at home","User","false","false",76,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T21:05:30Z","2016-05-08T11:18:46Z","2008-07-30T02:47:07Z",2
"snsdigital","snsdigitaldevs","false","","Organization","false","false",76,9,,true,true,true,true,false,0,false,0,"NA",5,0,"2008-07-29T21:27:55Z","2016-05-08T11:18:47Z","2008-07-29T22:12:41Z",9
"shittyroguelike","tene","false","Multiplayer curses-based roguelike","User","false","false",316,3,"Perl",true,true,true,true,false,0,false,0,"NA",3,0,"2008-07-29T21:13:13Z","2017-01-12T19:23:05Z","2009-08-15T07:25:19Z",3
"radiant-multi-site-extension","yoon","true","An extension for Radiant CMS that lets you serve multiple sites (domains) from a single instance.","User","false","false",227,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,30,"2008-07-29T19:16:49Z","2016-05-08T11:18:41Z","2009-02-19T21:43:09Z",2
"rubyflow","kwe","true","A gitified copy of Peter Cooper's Rubyflow website","User","false","false",213,2,"Ruby",true,true,true,true,false,0,false,0,"NA",1,36,"2008-07-29T21:36:17Z","2016-05-08T11:18:48Z","2008-07-31T21:58:45Z",2
"segment-csv","busse","false","A WSH VBScript for segmenting CSV files based on date / amount criteria ex. for preparing mailing files from Raiser's Edge or other donor system exports","User","false","false",80,2,"Visual Basic",true,true,true,true,false,0,false,0,"NA",3,0,"2008-07-29T21:31:10Z","2016-05-08T11:18:48Z","2008-07-29T21:39:26Z",2
"railroad","monde","true","Railroad gem becomes a Rails plugin","User","false","false",100,3,"Ruby",true,true,true,true,false,1,false,0,"gpl-2.0",1,21,"2008-07-29T21:00:54Z","2016-05-08T11:18:45Z","2008-12-14T18:58:32Z",3
"ghost","hinki","true","Ghost (Game Host) -- A dedicated Warcraft III game host for Battle.net and PvPGN.","User","false","false",825,2,"Visual Basic",true,true,true,true,false,0,false,0,"NA",2,102,"2008-07-29T21:52:08Z","2016-07-26T16:14:23Z","2008-07-29T21:52:11Z",2
"cruisecontrol.rb","thoughtworks","false","CruiseControl for Ruby. Keep it simple.","Organization","false","false",46383,637,"Ruby",true,true,true,true,false,223,false,30,"apache-2.0",28,223,"2008-07-29T21:56:49Z","2018-01-14T09:54:30Z","2014-03-08T06:26:41Z",637
"rails2merb","jackdempsey","false","A helpful tool in identifying areas of code which need conversion","User","false","false",84,4,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-29T21:42:44Z","2016-05-08T11:18:49Z","2008-09-04T17:49:07Z",4
"amqp-flash-ruby-rpc","pkieltyka","false","A demonstration of Flash and Ruby interoperating over AMQP","User","false","false",920,10,"JavaScript",true,true,true,true,false,0,false,0,"NA",1,0,"2008-07-29T22:41:46Z","2017-05-11T05:50:53Z","2008-07-29T22:50:26Z",10
"youtube-g","ckozus","true","An object-oriented Ruby wrapper for the YouTube GData API","User","false","false",144,1,"Ruby",true,true,true,true,false,0,false,0,"NA",2,242,"2008-07-29T21:42:14Z","2016-05-08T11:18:49Z","2008-09-06T20:10:32Z",1
"earth","segp2sg1","true","Software Engineering Group Project (Subgroup 1 Fork)","User","false","false",4466,5,"Ruby",true,true,true,true,false,4,false,0,"gpl-2.0",4,12,"2008-07-29T23:34:25Z","2016-05-08T11:18:55Z","2008-10-29T01:42:17Z",5
"simple_cms","scnaegle","true","CMS plugin for ruby on rails.  Really easy to set up and use.","User","false","false",624,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,6,"2008-07-29T21:51:36Z","2016-05-08T11:18:50Z","2010-02-18T17:10:36Z",2
"denormalizer","mza","false","A small Rails plugin for denormalizing attributes","User","false","false",86,16,"Ruby",true,true,true,true,false,1,false,0,"bsd-3-clause",2,1,"2008-07-30T00:44:27Z","2016-11-09T19:03:21Z","2008-09-03T14:03:24Z",16
"wsbaracing","theRocket","false","Fork of Racing on Rails (svn) for bike racing in Washington State","User","false","false",5856,2,"Ruby",true,true,true,true,false,1,false,0,"mit",2,1,"2008-07-30T00:04:38Z","2016-05-08T11:18:56Z","2008-09-25T20:27:35Z",2
"in_place_editing_i18n","dcrec1","true","InPlaceEditing plugin with support to Rails 2.2 i18n","User","false","false",92,3,"Ruby",true,true,true,true,false,1,false,0,"NA",2,61,"2008-07-29T23:16:36Z","2016-05-08T11:18:54Z","2009-03-02T01:14:22Z",3
"geoengine","fengm","false","Geo-spatial model sharing","User","false","false",126,2,,true,true,true,true,true,0,false,0,"NA",1,0,"2008-07-30T00:47:02Z","2016-05-08T11:18:57Z","2016-10-05T16:31:10Z",2
"hello-world","jbaker","true","Hello world in every programming language ","User","false","false",132,2,"ASP",true,true,true,true,false,0,false,0,"NA",2,709,"2008-07-29T22:25:47Z","2016-05-08T11:18:53Z","2008-07-29T22:25:51Z",2
"friends-jukebox-music-player","collin","false","The Friends' Jukebox Music Player.","User","false","false",18238,2,"JavaScript",true,true,true,true,false,0,false,0,"NA",1,0,"2008-07-30T01:47:06Z","2016-05-08T11:18:59Z","2009-02-03T12:10:36Z",2
"mochiweb","bmizerany","true","Erlang HTTP toolkit","User","false","false",198,2,"Erlang",true,true,true,true,false,1,false,0,"mit",2,4,"2008-07-29T22:43:19Z","2016-05-08T11:18:54Z","2008-07-29T22:43:20Z",2
"conreality","reprehensible","false","conreality","User","false","false",80,2,"Python",true,true,true,true,false,0,false,2,"NA",2,0,"2008-07-30T01:49:53Z","2016-05-08T11:18:59Z","2008-07-30T01:54:57Z",2
"wink","bmizerany","true","The minimalists weblog engine.","User","false","false",222,3,"Ruby",true,true,true,true,false,1,false,0,"mit",2,9,"2008-07-30T03:01:39Z","2016-05-08T11:19:01Z","2008-07-30T03:01:48Z",3
"openbotlist","berlinbrown","false","Botlist contains an open source suite of software applications for social bookmarking and collecting online news content for use on the web.","User","false","false",10776,2,"Ruby",true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-30T01:57:10Z","2015-11-06T00:24:57Z","2011-03-15T06:37:15Z",2
"tweet","jamesgolick","false","Tweet from the command line.","User","false","false",91,22,"Ruby",true,true,true,true,false,8,false,0,"mit",3,8,"2008-07-30T02:29:30Z","2016-09-22T18:46:10Z","2008-08-06T14:58:27Z",22
"cache_fu","fsword","true","Everyone's favorite memcached plugin for ActiveRecord.","User","false","false",88,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,67,"2008-07-30T03:10:11Z","2016-05-08T11:19:02Z","2008-07-30T03:10:19Z",2
"cruising","jeremydurham","false","","User","false","false",96,2,"Ruby",true,true,true,true,false,0,false,0,"NA",1,0,"2008-07-30T03:38:34Z","2016-05-08T11:19:04Z","2008-07-30T03:39:29Z",2
"globalize","joewang","true","Globalize is a Ruby on Rails plugin designed to support multilingual applications (official repository).","User","false","false",6089,2,"Ruby",true,true,true,true,false,0,false,0,"mit",2,14,"2008-07-30T01:16:13Z","2016-05-08T11:18:58Z","2008-07-30T01:16:15Z",2
"grit","bmizerany","true","Grit is a Ruby library for extracting information from a git repository in an object oriented manner.","User","false","false",1284,2,"Ruby",true,true,true,true,false,1,false,0,"NA",2,461,"2008-07-30T03:21:48Z","2016-05-08T11:19:02Z","2008-07-30T03:21:53Z",2
"test-repository-nn","mitsu","false","","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T03:49:06Z","2016-05-08T11:19:04Z",,2
"gitnotify","benschwarz","false","Enables a post-commit hook to your repositories that sends growl notifications around your local network","User","false","false",88,5,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T03:31:03Z","2016-05-08T11:19:03Z","2008-09-25T07:22:43Z",5
"prawnto","prior","false","a featureful rails plugin leveraging the new kickass prawn library to produce compiled pdf views","User","false","false",2115,325,"Ruby",true,true,true,true,false,95,false,15,"mit",3,95,"2008-07-30T03:52:04Z","2018-01-09T07:01:45Z","2009-02-02T13:22:18Z",325
"yuroyoro-greasemonkeys","yuroyoro","false","","User","false","false",88,2,"JavaScript",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T04:03:47Z","2016-05-08T11:19:05Z","2009-07-13T11:03:58Z",2
"syntaxing","markchadwick","false","For Synnies.  By Synnies.","User","false","false",736,3,"Python",true,true,true,true,false,0,false,0,"NA",3,0,"2008-07-30T04:17:54Z","2016-05-08T11:19:06Z","2008-08-11T13:14:55Z",3
"tombloo","to","false","tombloo","User","false","false",10678,267,"JavaScript",true,true,true,true,true,64,false,16,"NA",32,64,"2008-07-30T06:00:13Z","2017-10-18T02:55:03Z","2017-06-19T16:31:11Z",267
"ruby-dbi","erikh","false","Ruby/DBI, a database abstraction layer and interface","User","false","false",1090,80,"Ruby",true,true,true,false,false,39,false,16,"bsd-3-clause",6,39,"2008-07-30T06:06:59Z","2018-01-23T14:39:10Z","2017-09-22T14:45:32Z",80
"nitfr","amerine","false","Ruby NITF parser","User","false","false",80,2,,true,true,true,true,false,0,false,0,"NA",1,0,"2008-07-30T06:25:20Z","2016-05-08T11:19:09Z","2008-10-30T06:06:31Z",2
"nicopodcast","hitode909","false","make a podcast from a mylist","User","false","false",94,13,"Ruby",true,true,true,true,false,3,false,0,"NA",4,3,"2008-07-30T06:25:01Z","2016-05-08T11:19:08Z","2009-10-31T17:38:07Z",13
"radiant-mailer-extension","tricycle","true","An extension for Radiant CMS that allows you to create 'contact us' and other mail-bound forms.","Organization","false","false",168,6,"Ruby",true,true,true,true,false,2,false,0,"NA",21,41,"2008-07-30T04:11:08Z","2012-12-12T17:34:23Z","2009-08-04T05:47:15Z",6
"django-killemptylines","daaku","false","Middleware to remove empty lines","User","false","false",76,5,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T06:37:25Z","2015-11-05T12:34:09Z","2008-07-30T06:37:32Z",5
"podsync","jkramer","false","Shell script for downloading podcasts from several RSS feeds.","User","false","false",88,4,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T06:56:08Z","2017-07-20T16:37:57Z","2009-09-07T12:06:21Z",4
"django-nodoubleslashes","daaku","false","Middleware to remove double slashes in the path","User","false","false",76,3,"Python",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T06:34:13Z","2016-05-08T11:19:10Z","2008-07-30T06:34:20Z",3
"django-paginator","daaku","false","My django paginator helpers","User","false","false",84,1,"Python",true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-30T06:38:56Z","2016-05-08T11:19:11Z","2008-07-30T06:40:14Z",1
"mms2r","monde","false","Extract user media from MMS (and not carrier cruft)","User","false","false",3220,67,"Ruby",true,true,true,true,false,16,false,1,"mit",2,16,"2008-07-30T07:01:32Z","2017-06-10T02:46:34Z","2015-11-26T15:52:49Z",67
"rails","hnchuong","true","Ruby on Rails","User","false","false",14012,2,"Ruby",true,true,true,true,false,0,false,0,"NA",2,15589,"2008-07-30T07:36:23Z","2016-05-08T11:19:13Z","2008-07-30T03:00:35Z",2
"impostor","monde","false","imPOSTor posts messages to non-RESTful forums and blogs","User","false","false",980,2,"Ruby",true,true,true,true,false,0,false,0,"NA",1,0,"2008-07-30T08:16:13Z","2016-05-08T11:19:15Z","2013-01-05T05:57:25Z",2
"tdd_baseball","sonegy","false","dw 테스트 개발","User","false","false",80,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-30T08:01:05Z","2016-05-08T11:19:14Z","2008-07-30T08:18:55Z",2
"test","keytoaster","false","test","User","false","false",96,2,,true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-21T00:54:59Z","2016-05-08T10:55:21Z","2012-09-11T20:33:55Z",2
"django-plugables","twatson","false","The source code for the Django Plugables application index.","User","false","false",228,2,"Python",true,true,true,true,false,3,false,0,"bsd-3-clause",2,3,"2008-07-20T23:37:10Z","2016-05-08T10:55:20Z","2008-07-20T23:37:15Z",2
"twippera","higeorange","false","Opera widget for Twitter","User","false","false",498,6,"JavaScript",true,true,true,true,true,2,false,0,"mit",2,2,"2008-07-30T09:14:08Z","2016-05-08T11:19:15Z","2010-05-12T19:09:40Z",6
"extravagance","hammodius","false","sample project to get used to GIT","User","false","false",80,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-21T01:06:18Z","2016-05-08T10:55:22Z","2008-07-21T01:10:42Z",2
"facebooker","vitaly","true","The facebooker Rails plugin","User","false","false",1019,2,"Ruby",true,true,true,true,false,2,false,0,"mit",1,219,"2008-07-30T07:51:18Z","2016-05-08T11:19:13Z","2008-07-30T07:51:19Z",2
"spacetrader","adambair","false","http://www.cs.unimaas.nl/p.spronck/picoverse/spacetrader/STDownload.html","User","false","false",3124,9,"C",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-21T03:25:30Z","2017-12-21T22:49:00Z","2008-08-30T01:24:33Z",9
"defaults","fnando","false","Add default value for ActiveRecord attributes","User","false","false",27,11,"Ruby",true,true,true,false,false,6,false,0,"NA",2,6,"2008-07-21T01:24:10Z","2018-01-17T16:56:19Z","2016-04-20T12:21:01Z",11
"purse","quirkey","false","Simple secure password/data storage via Ruby and Git (In development)","User","false","false",144,2,"Ruby",true,true,true,true,false,0,false,0,"mit",3,0,"2008-07-21T04:54:38Z","2016-05-08T10:55:25Z","2008-10-30T04:03:06Z",2
"neko-fastcgi","jsjohnst","false","FastCGI wrapper implementation of NekoVM which allows you to use Neko on non-Apache servers","User","false","false",527,9,"C",true,true,true,true,false,0,false,0,"lgpl-2.1",2,0,"2008-07-21T01:25:47Z","2016-05-08T10:55:23Z","2008-07-21T02:04:23Z",9
"getdoc","canadaduane","false","Use portions of other web documents (such as Google Docs) in your web pages","User","false","false",76,3,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-21T03:51:08Z","2016-05-08T10:55:24Z","2008-07-21T04:26:17Z",3
"tracks-on-rails-old","LRDesign","false","IN DEVELOPMENT: An open-source Rails-based time tracking application, aimed at the needs of freelance developers and consultants.","Organization","false","false",1248,1,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-21T06:02:57Z","2016-05-08T10:55:26Z","2008-09-06T16:25:26Z",1
"elasticrails","Empact","false","A plugin for ec2 deployment","User","false","false",100,3,"Ruby",true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-21T08:03:44Z","2016-05-08T10:55:28Z","2008-07-21T08:04:11Z",3
"vimgonesurfing","bradphelan","false","Usefull vim scripts from Brad Phelan","User","false","false",212,2,"VimL",true,true,true,true,false,0,false,0,"bsd-2-clause",2,0,"2008-07-21T06:43:23Z","2016-05-08T10:55:27Z","2010-10-28T07:55:33Z",2
"patatat","mikeymckay","false","Rss reader for sms","User","false","false",596,5,"Ruby",true,true,true,true,false,1,false,0,"NA",2,1,"2008-07-21T08:35:36Z","2016-05-08T10:55:28Z","2008-08-10T12:20:29Z",5
"moo-test","cpu-zz","false","Test the Moo framework","User","false","false",48,2,,true,true,true,true,false,0,false,0,"NA",2,0,"2008-07-21T06:27:04Z","2016-05-08T10:55:27Z",,2
